id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
D000610,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000610.json,Ted,,Deutch,,1966-05-07,M,D,,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,412385,9267613,67151,20959,N00031317,/m/03cg3qs,H0FL19080,https://teddeutch.house.gov,https://teddeutch.house.gov/news/rss.aspx,,True,D+6,-0.4,,12,2020,907,23,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:fl/cd:22,2447 Rayburn House Office Building,202-225-3001,,FL,22,False,1222,2.54,99.43,0.45
D000600,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000600.json,Mario,,Diaz-Balart,,1961-09-25,M,R,,MarioDB,mdiazbalart,MarioDiazBalart,400108,1003562,24312,20316,N00025337,/m/02536z,H2FL25018,https://mariodiazbalart.house.gov,https://mariodiazbalart.house.gov/rss.xml,,True,R+4,0.279,,18,2020,907,14,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:fl/cd:25,404 Cannon House Office Building,202-225-4211,,FL,25,False,1225,1.54,89.27,10.62
D000624,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000624.json,Debbie,,Dingell,,1953-11-23,F,D,,RepDebDingell,RepDebbieDingell,,412637,20818,152482,21529,N00036149,/m/03m4188,H4MI12079,https://debbiedingell.house.gov,,,True,D+14,-0.408,,6,2020,907,34,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:mi/cd:12,116 Cannon House Office Building,202-225-4071,,MI,12,False,2612,3.75,98.62,1.26
D000399,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000399.json,Lloyd,,Doggett,,1946-10-06,M,D,,RepLloydDoggett,lloyddoggett,doggett,400111,36810,21689,29571,N00006023,/m/03flzn,H4TX10028,https://doggett.house.gov,https://doggett.house.gov/rss.xml,,True,D+15,-0.403,,26,2020,907,37,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:tx/cd:35,2307 Rayburn House Office Building,202-225-4865,,TX,35,False,4835,4.08,97.81,2.07
D000482,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000482.json,Mike,,Doyle,,1953-08-05,M,D,,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,400114,36774,21853,29561,N00001373,/m/03tqjg,H4PA18131,https://doyle.house.gov,https://doyle.house.gov/rss.xml,,True,D+13,-0.33,,26,2020,907,30,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:pa/cd:18,306 Cannon House Office Building,202-225-2135,,PA,18,False,4218,3.31,98.63,1.26
D000614,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000614.json,Sean,,Duffy,,1971-10-03,M,R,,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,412488,623570,126238,21189,N00030967,/m/026m6hd,H0WI07051,https://duffy.house.gov,https://duffy.house.gov/rss.xml,,False,R+8,0.511,,10,2020,540,37,0,2020-09-24 19:02:23 -0400,ocd-division/country:us/state:wi/cd:7,1714 Longworth House Office Building,202-225-3365,,WI,7,False,5507,6.85,91.4,8.4
D000615,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000615.json,Jeffrey,,Duncan,,1966-01-07,M,R,,RepJeffDuncan,RepJeffDuncan,congjeffduncan,412472,62713,47967,21174,N00030752,/m/0ddgp1k,H0SC03077,https://jeffduncan.house.gov,https://jeffduncan.house.gov/rss.xml,,True,R+19,0.73,,10,2020,907,16,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:sc/cd:3,2229 Rayburn House Office Building,202-225-5301,,SC,3,False,4503,1.76,90.49,9.4
D000628,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000628.json,Neal,,Dunn,,1953-02-16,M,R,,drnealdunnfl2,drnealdunnfl2,,412691,104529,166297,21714,N00037442,/g/11c2ld4vv7,H6FL02208,https://dunn.house.gov,https://dunn.house.gov/?a=RSS.Feed,,True,R+18,0.534,,4,2020,907,42,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:fl/cd:2,316 Cannon House Office Building,202-225-5235,,FL,2,False,1202,4.63,93.25,6.64
E000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000294.json,Tom,,Emmer,,1961-03-03,M,R,,RepTomEmmer,reptomemmer,RepTomEmmer,412639,75567,38894,21531,N00035440,/m/06w2w3l,H4MN06087,https://emmer.house.gov,,,True,R+12,0.461,,6,2020,907,80,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:mn/cd:6,315 Cannon House Office Building,202-225-2331,,MN,6,False,2706,8.82,94.02,5.85
E000179,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000179.json,Eliot,L.,Engel,,1947-02-18,M,D,,RepEliotEngel,RepEliotLEngel,engel2161,400122,6109,26972,15603,N00001003,/m/03tt1r,H8NY19058,https://engel.house.gov,https://engel.house.gov/rss/latest-news.xml,,True,D+24,-0.408,,32,2020,907,14,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ny/cd:16,2426 Rayburn House Office Building,202-225-2464,,NY,16,False,3616,1.54,98.43,1.46
E000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000299.json,Veronica,,Escobar,,1969-09-15,F,D,,RepEscobar,,,412825,,99345,,N00041702,/g/11ghdw9g9p,H8TX16109,https://escobar.house.gov,,,True,D+17,,,2,2020,907,12,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:tx/cd:16,1505 Longworth House Office Building,202-225-4831,,TX,16,False,4816,1.32,98.77,1.12
E000215,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000215.json,Anna,G.,Eshoo,,1942-12-13,F,D,,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,400124,26130,26741,29312,N00007335,/m/024t6x,H8CA12098,https://eshoo.house.gov,,,True,D+23,-0.381,,28,2020,907,23,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ca/cd:18,202 Cannon House Office Building,202-225-8104,,CA,18,False,0618,2.54,99.32,0.57
E000297,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000297.json,Adriano,,Espaillat,,1954-09-27,M,D,,RepEspaillat,RepEspaillat,,412718,68413,14379,21715,N00034549,/m/06nfs2,H2NY13096,https://espaillat.house.gov,https://espaillat.house.gov/rss.xml,,True,D+43,-0.615,,4,2020,907,2,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ny/cd:13,1630 Longworth House Office Building,202-225-4365,,NY,13,False,3613,0.22,98.01,1.88
E000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000298.json,Ron,,Estes,,1956-07-19,M,R,,RepRonEstes,RepRonEstes,,412735,107963,125031,21750,N00040712,/m/0gfgsrm,H8KS04112,https://estes.house.gov,,,True,R+15,0.604,,4,2020,907,13,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ks/cd:4,1524 Longworth House Office Building,202-225-6216,,KS,4,False,2004,1.43,93.91,5.98
E000296,Representative,Rep.,https://api.propublica.org/congress/v1/members/E000296.json,Dwight,,Evans,,1954-05-16,M,D,,RepDwightEvans,RepDwightEvans,,412677,56729,9128,21566,N00038450,/m/03y8h6m,H6PA02171,https://evans.house.gov,,,True,D+41,-0.457,,6,2020,907,17,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:pa/cd:3,1105 Longworth House Office Building,202-225-4001,,PA,3,False,4203,1.87,99.1,0.79
F000465,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000465.json,A.,Drew,Ferguson,,1966-11-15,M,R,,RepDrewFerguson,RepDrewFerguson,,412700,104731,168132,21717,N00039090,/g/11c0xj334k,H6GA03113,https://ferguson.house.gov,,,True,R+18,0.624,,4,2020,907,12,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ga/cd:3,1032 Longworth House Office Building,202-225-5901,,GA,3,False,1303,1.32,92.8,7.09
F000467,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000467.json,Abby,,Finkenauer,,1988-12-27,F,D,,RepFinkenauer,,,412771,,151127,,N00040888,/g/11cmg58r7d,H8IA01094,https://finkenauer.house.gov,,,True,D+1,,,2,2020,907,2,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ia/cd:1,124 Cannon House Office Building,202-225-2911,,IA,1,False,1901,0.22,94.46,5.43
F000466,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000466.json,Brian,,Fitzpatrick,,1973-12-17,M,R,,repbrianfitz,repbrianfitzpatrick,,412721,103537,167708,21718,N00038779,/g/11c2l6lhlm,H6PA08277,https://fitzpatrick.house.gov,https://fitzpatrick.house.gov/rss.xml,,True,R+1,0.172,,4,2020,907,9,0,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:pa/cd:1,1722 Longworth House Office Building,202-225-4276,,PA,1,False,4201,0.99,68.76,31.12
F000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000459.json,Chuck,,Fleischmann,,1962-10-11,M,R,,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,H0TN03254,https://fleischmann.house.gov,https://fleischmann.house.gov/rss.xml,,True,R+18,0.456,,10,2020,907,0,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tn/cd:3,2410 Rayburn House Office Building,202-225-3271,,TN,3,False,4703,0.0,94.22,5.67
F000468,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000468.json,Lizzie,,Fletcher,,1975-02-13,F,D,,RepFletcher,,,412824,,177031,,N00041194,/g/11gzqssv7p,H8TX07140,https://fletcher.house.gov,,,True,R+7,,,2,2020,907,8,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tx/cd:7,1429 Longworth House Office Building,202-225-2571,,TX,7,False,4807,0.88,95.99,3.9
F000461,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000461.json,Bill,,Flores,,1954-02-25,M,R,,RepBillFlores,RepBillFlores,RepBillFlores,412480,623540,116906,21182,N00031545,/m/0bs1ntq,H0TX17104,https://flores.house.gov,https://flores.house.gov/news/rss.aspx,,True,R+12,0.573,,10,2020,907,38,1,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tx/cd:17,2228 Rayburn House Office Building,202-225-6105,,TX,17,False,4817,4.19,95.7,4.18
F000449,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000449.json,Jeff,,Fortenberry,,1960-12-27,M,R,,JeffFortenberry,jefffortenberry,JeffFortenberry,400640,1013049,41929,20518,N00026631,/m/04fcch,H4NE01064,https://fortenberry.house.gov,https://fortenberry.house.gov/rss.xml,,True,R+11,0.301,,16,2020,907,25,1,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:ne/cd:1,1514 Longworth House Office Building,202-225-4806,,NE,1,False,3101,2.76,85.24,14.65
F000454,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000454.json,Bill,,Foster,,1955-10-07,M,D,,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,H8IL14067,https://foster.house.gov,https://foster.house.gov/rss.xml,,True,D+9,-0.228,,8,2020,907,14,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:il/cd:11,2366 Rayburn House Office Building,202-225-3515,,IL,11,False,1711,1.54,99.21,0.67
F000450,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000450.json,Virginia,,Foxx,,1943-06-29,F,R,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,H4NC05146,https://foxx.house.gov,https://foxx.house.gov/news/rss.aspx,,True,R+10,0.63,,14,2020,907,12,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:nc/cd:5,2462 Rayburn House Office Building,202-225-2071,,NC,5,False,3705,1.32,94.36,5.52
F000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000462.json,Lois,,Frankel,,1948-05-16,F,D,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,H2FL14053,https://frankel.house.gov,,,True,D+9,-0.399,,8,2020,907,46,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:fl/cd:21,2305 Rayburn House Office Building,202-225-9890,,FL,21,False,1221,5.07,98.95,0.93
F000455,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000455.json,Marcia,L.,Fudge,,1952-10-29,F,D,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,H8OH11141,https://fudge.house.gov,https://fudge.house.gov/common/rss/index.cfm?rss=25,,True,D+32,-0.582,,14,2020,907,68,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:oh/cd:11,2344 Rayburn House Office Building,202-225-7032,,OH,11,False,3911,7.5,97.85,2.03
F000469,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000469.json,Russ,,Fulcher,,1973-07-19,M,R,,RepRussFulcher,,,412773,,33091,,N00041335,/m/05h4vgh,H8ID01124,https://fulcher.house.gov,,,True,R+21,,,2,2020,907,12,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:id/cd:1,1520 Longworth House Office Building,202-225-6611,,ID,1,False,1601,1.32,94.03,5.86
G000571,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000571.json,Tulsi,,Gabbard,,1981-04-12,F,D,,TulsiPress,RepTulsiGabbard,tulsipress,412532,1025291,129306,21324,N00033281,/m/0cnyrfq,H2HI02508,https://gabbard.house.gov,https://gabbard.house.gov/rss.xml,,True,D+19,-0.278,,8,2020,907,339,2,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,202-225-4906,,HI,2,False,1502,37.38,97.53,2.29
G000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000578.json,Matt,,Gaetz,,1982-05-07,M,R,,RepMattGaetz,CongressmanMattGaetz,,412690,104528,117101,21719,N00039503,/m/0s8w2_s,H6FL01119,https://gaetz.house.gov,https://gaetz.house.gov/rss.xml,,True,R+22,0.623,,4,2020,907,106,2,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:fl/cd:1,1721 Longworth House Office Building,202-225-4136,,FL,1,False,1201,11.69,84.65,15.22
G000579,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000579.json,Mike,,Gallagher,,1984-03-03,M,R,,RepGallagher,RepMikeGallagher,,412731,104067,171843,21720,N00039330,/g/11c5qns1cc,H6WI08155,https://gallagher.house.gov,https://gallagher.house.gov/rss.xml,,True,R+7,0.438,,4,2020,907,34,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:wi/cd:8,1230 Longworth House Office Building,202-225-5665,,WI,8,False,5508,3.75,91.21,8.67
G000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000574.json,Ruben,,Gallego,,1979-11-20,M,D,,RepRubenGallego,RepRubenGallego,,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,,True,D+23,-0.449,,6,2020,907,20,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:az/cd:7,1131 Longworth House Office Building,202-225-4065,,AZ,7,False,0407,2.21,98.76,1.13
G000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000559.json,John,,Garamendi,,1945-01-24,M,D,,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,,True,D+5,-0.309,,12,2020,907,17,0,2020-09-26 13:30:25 -0400,ocd-division/country:us/state:ca/cd:3,2368 Rayburn House Office Building,202-225-1880,,CA,3,False,0603,1.87,98.87,1.01
G000587,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000587.json,Sylvia,,Garcia,,1950-09-06,F,D,,RepSylviaGarcia,,,412827,,49734,,N00042282,/m/0ryt4bt,H8TX29052,https://sylviagarcia.house.gov,,,True,D+19,,,2,2020,907,0,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:tx/cd:29,1620 Longworth House Office Building,202-225-1688,,TX,29,False,4829,0.0,98.01,1.88
G000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000586.json,Jesús,,García,,1956-04-12,M,D,,RepChuyGarcia,,,412774,,6261,,N00042114,/m/012c8r5x,H8IL04134,https://chuygarcia.house.gov,,,True,D+33,,,2,2020,907,7,1,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:il/cd:4,530 Cannon House Office Building,202-225-8203,,IL,4,False,1704,0.77,97.55,2.34
G000061,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000061.json,Mike,,Garcia,,1976-04-24,M,R,,RepMikeGarcia,,,456792,,,,N00044298,,H0CA25105,https://mikegarcia.house.gov/,,,True,,,,2,2020,97,0,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ca/cd:25,1130 Longworth House Office Building,202-225-1956,,CA,25,False,0625,0.0,95.83,4.17
G000584,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000584.json,Greg,,Gianforte,,1961-04-17,M,R,,,RepGianforte,,412736,104895,168594,21751,N00040733,/m/030pb5p,H8MT01182,https://gianforte.house.gov,https://gianforte.house.gov/rss.xml,,True,R+11,0.435,,4,2020,907,87,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:mt/cd:1,1222 Longworth House Office Building,202-225-3211,,MT,At-Large,True,3000,9.59,94.1,5.77
G000563,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000563.json,Bob,,Gibbs,,1954-06-14,M,R,,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,H0OH18077,https://gibbs.house.gov,https://gibbs.house.gov/rss.xml,,True,R+12,0.474,,10,2020,907,29,1,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:oh/cd:7,2446 Rayburn House Office Building,202-225-6265,,OH,7,False,3907,3.2,96.1,3.79
G000552,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000552.json,Louie,,Gohmert,,1953-08-18,M,R,,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,H4TX04039,https://gohmert.house.gov,https://gohmert.house.gov/news/rss.aspx,,True,R+25,0.625,,16,2020,907,77,3,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:tx/cd:1,2267 Rayburn House Office Building,202-225-3035,,TX,1,False,4801,8.49,86.17,13.71
G000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000592.json,Jared,,Golden,,1982-07-25,M,D,,repgolden,,,412842,,151420,,N00041668,/g/11f1224576,H8ME02185,https://golden.house.gov,,,True,R+2,,,2,2020,907,1,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:me/cd:2,1223 Longworth House Office Building,202-225-6306,,ME,2,False,2302,0.11,88.83,11.06
G000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000585.json,Jimmy,,Gomez,,1974-11-25,M,D,,RepJimmyGomez,RepJimmyGomez,,412739,108883,138524,21754,N00040597,/m/0n_73h1,H8CA34266,https://gomez.house.gov,,,True,D+35,-0.596,,4,2020,907,12,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:ca/cd:34,1530 Longworth House Office Building,202-225-6235,,CA,34,False,0634,1.32,97.98,1.9
G000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000588.json,Anthony,,Gonzalez,,1984-09-19,M,R,,RepAGonzalez,,,412807,,,,N00041690,/m/0gznlq,H8OH16124,https://anthonygonzalez.house.gov,,,True,R+8,,,2,2020,907,3,3,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:oh/cd:16,1023 Longworth House Office Building,202-225-3876,,OH,16,False,3916,0.33,89.19,10.7
G000581,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000581.json,Vicente,,Gonzalez,,1967-09-04,M,D,,RepGonzalez,USCongressmanVicenteGonzalez,,412725,103568,166483,21722,N00038809,/g/11c266m1z7,H6TX15162,https://gonzalez.house.gov,https://gonzalez.house.gov/rss.xml,,True,D+7,-0.38,,4,2020,907,52,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:tx/cd:15,113 Cannon House Office Building,202-225-2531,,TX,15,False,4815,5.73,97.07,2.81
G000582,Resident Commissioner,R.C.,https://api.propublica.org/congress/v1/members/G000582.json,Jenniffer,,González-Colón,,1976-08-05,F,R,,repjenniffer,RepJennifferGonzalezColon,,412723,67353,,,N00037615,/m/027s3vf,,https://gonzalez-colon.house.gov,https://gonzalez-colon.house.gov/rss.xml,,True,,,,4,2020,316,95,0,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:pr/cd:80,1609 Longworth House Office Building,202-225-2615,,PR,At-Large,True,7298,30.06,76.36,23.64
G000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000589.json,Lance,,Gooden,,1982-12-01,M,R,,RepLanceGooden,,,412822,,177282,,N00042237,/m/0jkx4bp,H8TX05144,https://gooden.house.gov,,,True,R+16,,,2,2020,907,20,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:tx/cd:5,425 Cannon House Office Building,202-225-3484,,TX,5,False,4805,2.21,91.82,8.07
G000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000565.json,Paul,,Gosar,,1958-11-22,M,R,,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,,,True,R+21,0.677,,10,2020,907,66,2,2020-09-26 13:30:21 -0400,ocd-division/country:us/state:az/cd:4,2057 Rayburn House Office Building,202-225-2315,,AZ,4,False,0404,7.28,82.71,17.17
G000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000583.json,Josh,,Gottheimer,,1975-03-08,M,D,,RepJoshG,RepJoshG,,412714,9275683,169202,21723,N00036944,/g/120x5twv,H6NJ05171,https://gottheimer.house.gov,,,True,R+3,-0.14,,4,2020,907,6,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:nj/cd:5,213 Cannon House Office Building,202-225-4465,,NJ,5,False,3405,0.66,91.67,8.22
G000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000377.json,Kay,,Granger,,1943-01-18,F,R,,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,https://kaygranger.house.gov/rss.xml,,True,R+18,0.397,,24,2020,907,97,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tx/cd:12,1026 Longworth House Office Building,202-225-5071,,TX,12,False,4812,10.69,94.15,5.73
G000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000560.json,Tom,,Graves,,1970-02-03,M,R,,RepTomGraves,reptomgraves,CongressmanGraves,412388,11519,31969,20962,N00030788,/m/0c02hpl,H0GA09030,https://tomgraves.house.gov,https://tomgraves.house.gov/news/rss.aspx,,True,R+27,0.717,,12,2020,907,68,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:ga/cd:14,2078 Rayburn House Office Building,202-225-5211,,GA,14,False,1314,7.5,91.46,8.42
G000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000577.json,Garret,,Graves,,1972-01-31,M,R,,RepGarretGraves,CongressmanGarretGraves,,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,,True,R+19,0.464,,6,2020,907,15,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:la/cd:6,2402 Rayburn House Office Building,202-225-3901,,LA,6,False,2206,1.65,93.21,6.67
G000546,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000546.json,Sam,,Graves,,1963-11-07,M,R,,RepSamGraves,118514606128,,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,,True,R+16,0.443,,20,2020,907,26,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,202-225-7041,,MO,6,False,2906,2.87,95.19,4.7
G000553,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000553.json,Al,,Green,,1947-09-01,M,D,,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,,True,D+29,-0.438,,16,2020,907,6,0,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,202-225-7508,,TX,9,False,4809,0.66,98.55,1.33
G000590,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000590.json,Mark,,Green,,1964-11-08,M,R,,RepMarkGreen,,,412819,,139030,,N00041873,/m/09rx6jq,H8TN07076,https://markgreen.house.gov,,,True,R+20,,,2,2020,907,108,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:tn/cd:7,533 Cannon House Office Building,202-225-2811,,TN,7,False,4707,11.91,94.32,5.56
G000568,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000568.json,Morgan,,Griffith,,1958-03-15,M,R,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,,True,D+21,0.552,,10,2020,907,41,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,202-225-3861,,VA,9,False,5109,4.52,90.35,9.53
G000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000551.json,Raúl,M.,Grijalva,,1948-02-19,M,D,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,https://grijalva.house.gov/common/rss/?rss=13,,True,D+13,-0.599,,18,2020,907,67,1,2020-09-26 13:30:24 -0400,ocd-division/country:us/state:az/cd:3,1511 Longworth House Office Building,202-225-2435,,AZ,3,False,0403,7.39,97.85,2.03
G000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000576.json,Glenn,,Grothman,,1955-07-03,M,R,,RepGrothman,RepGrothman,,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,,,True,R+8,0.615,,6,2020,907,29,0,2020-09-26 13:30:22 -0400,ocd-division/country:us/state:wi/cd:6,1427 Longworth House Office Building,202-225-2476,,WI,6,False,5506,3.2,89.77,10.11
G000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000591.json,Michael,,Guest,,1970-02-04,M,R,,RepMichaelGuest,,,412793,,,,N00042458,/g/11gtc4dxpz,H8MS03125,https://guest.house.gov,,,True,R+13,,,2,2020,907,18,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ms/cd:3,230 Cannon House Office Building,202-225-5031,,MS,3,False,2803,1.98,96.03,3.86
G000558,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000558.json,Brett,,Guthrie,,1964-02-18,M,R,,RepGuthrie,CongressmanGuthrie,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,,,True,R+19,0.418,,12,2020,907,9,0,2020-09-26 13:30:23 -0400,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,202-225-3501,,KY,2,False,2102,0.99,96.97,2.92
